Unnamed: 0,id,owner_id,title_x,status,sub_status,seo_url_x,description_x,jobs,submitdate_x,preview_description,deleted,nonpublic,hidebids,type,bidperiod,hourly_project_info,featured,urgent,assisted,active_prepaid_milestone,time_submitted,time_updated,qualifications,language,attachments,hireme,hireme_initial_bid,invited_freelancers,recommended_freelancers,frontend_project_status,nda_signatures,true_location,local,negotiated,negotiated_bid,time_free_bids_expire,can_post_review,files,user_distance,from_user_location,project_collaborations,support_sessions,track_ids,drive_files,nda_details,pool_ids,enterprise_ids,timeframe,deloitte_details,is_escrow_project,is_seller_kyc_required,is_buyer_kyc_required,local_details,equipment,nda_signatures_new,billing_code,enterprises,enterprise_metadata_values,repost_id,client_engagement,contract_signatures,quotation_id,quotation_version_id,enterprise_linked_projects_details,equipment_groups,project_source,project_source_reference,quality_details,previous_recruiter_project_details,project_note,is_quotation_project,quotation_initial_bid,requires_upfront_funding,group_ids,currency_id,currency_code_x,currency_sign,currency_name,currency_exchange_rate_x,currency_country,currency_is_external,currency_is_escrowcom_supported,budget_minimum_x,budget_maximum_x,budget_name,budget_project_type,budget_currency_id,bid_stats_bid_count_x,bid_stats_bid_avg_x,upgrades_featured,upgrades_sealed,upgrades_nonpublic,upgrades_fulltime,upgrades_urgent,upgrades_qualified,upgrades_NDA,upgrades_assisted,upgrades_active_prepaid_milestone,upgrades_ip_contract,upgrades_success_bundle,upgrades_non_compete,upgrades_project_management,upgrades_pf_only,upgrades_recruiter,upgrades_listed,upgrades_extend,upgrades_unpaid_recruiter,upgrades_premium,upgrades_enterprise,location_country_name,location_country_flag_url,location_country_code,location_country_highres_flag_url,location_country_flag_url_cdn,location_country_highres_flag_url_cdn,location_country_iso3,location_country_region_id,location_country_phone_code,location_country_demonym,location_country_person,location_country_seo_url,location_country_sanction,location_country_language_code,location_country_language_id,location_city,location_latitude,location_longitude,location_vicinity,location_administrative_area,location_full_address,location_administrative_area_code,location_postal_code,location_id,project_reject_reason_description,project_reject_reason_message,hourly_project_info_commitment_hours,hourly_project_info_commitment_interval,hourly_project_info_duration_enum,query,title_y,seo_url_y,submitdate_y,budget_minimum_y,budget_maximum_y,currency_code_y,currency_exchange_rate_y,bid_stats_bid_count_y,bid_stats_bid_avg_y,budget_maximum_usd_x,budget_minimum_usd_x,description_y,title,seo_url,submitdate,budget_minimum,budget_maximum,currency_code,currency_exchange_rate,bid_stats_bid_count,bid_stats_bid_avg,budget_maximum_usd_y,budget_minimum_usd_y,description,proposal
8,37877343,25077395,Python Script Overhaul for Data Processing,active,,python/Python-Script-Overhaul-for-Data,,,1710405202,"As an individual working with a Python script that processes text data, I am in need of a Python exp",False,False,False,fixed,7,,False,False,,,1710405202,1710405202.0,,en,,False,,,,open,,,False,False,,1710411202.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],1,USD,$,US Dollar,1.0,US,False,True,30.0,250.0,,,,45,152.24444444444444,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,
9,37877182,29914837,Skilled Python Developer for Cross-Platform Application,active,,python/Skilled-Python-Developer-for-Cross,,,1710402009,a full stack developer. for a very sophisticated project. People from Rural background like Bihar jh,False,False,False,fixed,7,,False,False,,,1710402009,1710402009.0,,en,,False,,,,open,,,False,False,,1710398409.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],11,INR,₹,Indian Rupee,0.012069,IN,False,False,37500.0,75000.0,,,,26,65567.26923076923,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,
0,37878168,72882119,Python Developer with ML expert. ,active,,python/Python-Developer-with-expert-37878168,,,1710421012,"Please see attachment too. 

We are seeking a talented and experienced freelance Python developer to",False,False,False,fixed,7,,False,False,,,1710421012,1710421012.0,,en,,False,,,,open,,,False,False,,1710417412.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],1,USD,$,US Dollar,1.0,US,False,True,30.0,250.0,,,,0,,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,
0,37878260,64614480,Django & MySQL Database Management System -- 2,active,,python/Django-MySQL-Database-Management-System-37878260,,,1710422611,I'm looking for a talented Python developer with a solid understanding of Django and MySQL. The purp,False,False,False,hourly,7,False,False,,,1710422611.0,1710422611,,en,,False,,,,open,,,False,False,,1710419011.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],8,EUR,€,Euro,1.092405,EU,False,True,5.0,6.0,,,,40.0,week,unspecified,7,6.142857142857143,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,
1,37878231,75103808,Technical Content Writers Needed ,active,,technical-writing/Technical-Content-Writers-Needed,,,1710422152,"I'm on the hunt for skilled content writers, specifically ones that have a knack for technical writi",False,False,False,hourly,7,False,False,,,1710422152.0,1710422152,,en,,False,,,,open,,,False,False,,1710418525.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],1,USD,$,US Dollar,1.0,US,False,True,8.0,15.0,,,,40.0,week,unspecified,11,17.636363636363637,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,
2,37878219,74992780,Jira Automation Assistance via Python API,active,,python/Jira-Automation-Assistance-via-Python,,,1710421991,Looking for an expert in Python and Jira APIs to help in automating the issue creation process. The ,False,False,False,fixed,7,False,False,,,1710421991.0,1710421991,,en,,False,,,,open,,,False,False,,1710418382.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],1,USD,$,US Dollar,1.0,US,False,True,150.0,250.0,,,,,,,18,201.11111111111111,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,
3,37878211,50425843,Azure AI Expert for Database Creation,active,,python/Azure-Expert-for-Database-Creation,,,1710421855,"I'm looking for a specialist to create a vector database in Azure, aimed at making our rule-based ch",False,False,False,fixed,7,False,False,,,1710421855.0,1710421855,,en,,False,,,,open,,,False,False,,1710418255.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],1,USD,$,US Dollar,1.0,US,False,True,30.0,250.0,,,,,,,8,180.625,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,
4,37878205,1332900,Python Algo Developer for Day Trading,active,,python/Python-Algo-Developer-for-Day,,,1710421764,I am seeking a proficient Python developer with expertise in creating algorithms for day trading str,False,False,False,fixed,7,False,False,,,1710421764.0,1710421764,,en,,False,,,,open,,,False,False,,1710418164.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],11,INR,₹,Indian Rupee,0.012066,IN,False,False,600.0,1500.0,,,,,,,2,800.0,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,
0,37878315,75114507,AI-Driven Summarization of News Articles,active,,cuda/Driven-Summarization-News-Articles,,,1710424135,"I'm seeking a hands-on AI expert with a firm grasp of transformer models, Python programming, and pr",False,False,False,fixed,7,,False,False,,,1710424135,1710424135.0,,en,,False,,,,open,,,False,False,,1710424374.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],8,EUR,€,Euro,1.09117,EU,False,True,30.0,250.0,,,,6,268.3333333333333,False,False,False,False,False,False,True,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,
1,37878305,74096411,Plz contact to me,active,,php/Plz-contact-37878305,,,1710423899,"Dear client
I hope this message finds you well.
I am a Full stack developer with more than 7 years o",False,False,False,fixed,7,,False,False,,,1710423899,1710423899.0,,en,,False,,,,open,,,False,False,,1710420297.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],1,USD,$,US Dollar,1.0,US,False,True,30.0,250.0,,,,8,141.25,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,
